Firm_ID,Year,Industry_Type,E_Score,S_Score,G_Score,Board_Independence,financial_risk_score
MFG0277,2020,Automobile,82.07,77.05,67.41,69.5,0
MFG0304,2021,Heavy Machinery,79.36,76.24,67.63,55.79,0
MFG0404,2023,Textile,84.77,67.46,70.37,81.66,0
MFG0384,2019,Electronics,71.79,65.53,62.37,50.46,0
MFG0392,2021,Textile,47.24,68.47,64.95,62.86,33
MFG0135,2021,Textile,84.94,76.93,70.65,70.67,0
MFG0195,2023,Electronics,69.37,56.69,56.53,87.16,66
MFG0401,2022,Automobile,62.33,61.0,50.64,72.94,33
MFG0128,2020,Electronics,75.7,64.6,56.13,61.8,33
MFG0033,2023,Automobile,74.05,65.82,59.89,64.09,33
MFG0176,2020,Textile,63.76,67.51,73.58,63.57,0
MFG0460,2022,Automobile,57.86,67.78,81.23,57.21,33
MFG0443,2021,Heavy Machinery,77.15,74.07,57.72,55.79,33
MFG0371,2020,Electronics,62.65,52.13,64.33,69.23,33
MFG0470,2019,Heavy Machinery,73.26,53.59,60.79,60.81,33
MFG0375,2019,Textile,76.11,62.01,68.85,53.67,0
MFG0022,2023,Electronics,82.65,75.77,67.24,58.66,0
MFG0238,2022,Textile,95.31,62.13,57.99,70.83,33
MFG0158,2023,Heavy Machinery,74.61,67.63,60.03,60.28,0
MFG0038,2023,Textile,67.32,69.15,63.86,59.51,0
MFG0230,2023,Electronics,90.24,70.84,74.84,74.83,0
MFG0365,2019,Electronics,83.53,82.08,59.77,77.58,33
MFG0051,2019,Textile,73.85,74.25,52.59,59.65,33
MFG0438,2023,Electronics,74.6,76.98,75.42,68.89,0
MFG0264,2019,Electronics,72.3,66.86,68.98,80.58,0
MFG0283,2022,Textile,73.78,81.26,55.7,77.6,33
MFG0027,2023,Heavy Machinery,70.88,68.64,67.45,52.77,0
MFG0226,2019,Electronics,61.28,50.4,71.49,64.4,33
MFG0277,2020,Electronics,72.1,90.13,65.75,78.93,0
MFG0286,2023,Electronics,91.33,68.42,75.9,57.18,0
MFG0097,2023,Electronics,63.02,72.77,69.44,57.84,0
MFG0284,2022,Textile,69.02,58.38,67.44,75.21,33
MFG0367,2021,Heavy Machinery,62.19,87.77,66.63,61.35,0
MFG0448,2021,Heavy Machinery,84.73,60.86,66.09,62.95,0
MFG0481,2022,Automobile,81.13,64.53,72.02,70.91,0
MFG0453,2022,Electronics,57.94,54.24,63.8,80.02,66
MFG0317,2022,Electronics,49.8,71.28,72.6,69.93,33
MFG0304,2021,Automobile,81.52,65.47,67.5,85.74,0
MFG0147,2022,Heavy Machinery,57.27,54.11,65.84,54.27,66
MFG0004,2019,Pharmaceuticals,81.11,67.39,62.54,80.17,0
MFG0035,2023,Pharmaceuticals,64.98,68.85,62.61,71.75,0
MFG0192,2023,Heavy Machinery,79.64,65.77,67.55,82.67,0
MFG0049,2020,Electronics,76.89,51.61,73.1,62.66,33
MFG0017,2020,Pharmaceuticals,66.1,70.62,69.04,69.28,0
MFG0172,2023,Textile,62.33,56.59,59.28,82.94,66
MFG0220,2019,Textile,78.33,76.0,52.21,83.27,33
MFG0158,2021,Automobile,64.38,63.0,70.92,65.04,0
MFG0477,2021,Heavy Machinery,84.2,76.35,86.46,82.89,0
MFG0046,2019,Heavy Machinery,62.84,68.13,62.79,77.3,0
MFG0373,2021,Pharmaceuticals,75.85,68.59,61.29,66.38,0
MFG0006,2022,Electronics,67.71,79.49,71.56,88.79,0
MFG0099,2023,Heavy Machinery,72.06,60.66,58.11,51.24,33
MFG0380,2023,Pharmaceuticals,64.29,58.14,76.97,65.31,33
MFG0233,2019,Pharmaceuticals,70.04,73.0,68.3,62.28,0
MFG0037,2021,Heavy Machinery,43.82,56.17,64.79,87.43,66
MFG0280,2020,Pharmaceuticals,63.06,60.81,58.81,53.98,33
MFG0349,2020,Automobile,65.54,53.79,72.06,75.12,33
MFG0497,2021,Automobile,71.21,78.37,61.45,78.67,0
MFG0302,2020,Heavy Machinery,86.23,58.98,70.67,57.37,33
MFG0181,2019,Electronics,64.32,62.11,68.19,56.0,0
MFG0095,2019,Automobile,87.55,56.39,75.33,51.91,33
MFG0099,2021,Automobile,62.52,64.53,66.27,56.36,0
MFG0188,2020,Heavy Machinery,59.81,66.71,89.93,82.33,33
MFG0481,2019,Textile,51.27,75.43,69.44,87.76,33
MFG0116,2019,Pharmaceuticals,78.67,56.1,66.17,86.06,33
MFG0191,2022,Automobile,72.95,62.59,61.89,64.61,0
MFG0253,2022,Textile,78.02,80.8,72.01,79.04,0
MFG0469,2019,Electronics,73.45,77.37,62.07,83.08,0
MFG0416,2021,Textile,71.9,61.9,58.81,82.5,33
MFG0471,2023,Heavy Machinery,75.13,67.55,61.25,52.51,0
MFG0161,2023,Electronics,95.68,85.71,63.46,58.59,0
MFG0256,2019,Electronics,66.79,57.25,83.0,87.56,33
MFG0323,2019,Textile,94.6,50.71,67.34,79.6,33
MFG0128,2019,Heavy Machinery,81.38,63.18,59.71,83.37,33
MFG0018,2021,Automobile,76.02,67.25,73.71,70.56,0
MFG0281,2022,Textile,78.1,60.78,66.51,65.72,0
MFG0490,2019,Automobile,36.85,76.79,75.36,76.05,33
MFG0223,2019,Textile,69.12,69.9,80.29,68.91,0
MFG0054,2020,Automobile,64.63,62.56,53.07,64.95,33
MFG0058,2021,Textile,95.24,63.15,46.0,63.92,33
MFG0323,2019,Electronics,68.24,61.28,80.93,56.32,0
MFG0360,2020,Pharmaceuticals,71.67,75.47,59.5,71.18,33
MFG0174,2023,Electronics,71.49,63.75,51.41,70.79,33
MFG0280,2019,Automobile,57.63,57.26,60.8,73.63,66
MFG0114,2019,Heavy Machinery,65.84,76.66,57.26,54.65,33
MFG0288,2020,Electronics,80.99,65.51,58.82,86.6,33
MFG0431,2021,Pharmaceuticals,48.55,55.76,71.85,79.68,66
MFG0342,2019,Automobile,75.42,83.42,62.12,55.24,0
MFG0151,2023,Electronics,62.08,73.49,52.06,53.17,33
MFG0450,2019,Textile,86.3,68.42,65.26,75.72,0
MFG0127,2023,Heavy Machinery,76.34,66.09,58.19,63.66,33
MFG0155,2022,Automobile,55.28,65.48,63.01,62.76,33
MFG0490,2022,Electronics,67.42,65.29,63.46,83.6,0
MFG0386,2023,Automobile,76.99,65.54,71.76,63.81,0
MFG0474,2021,Textile,68.66,62.69,60.96,75.29,0
MFG0273,2019,Pharmaceuticals,73.6,67.07,70.58,71.48,0
MFG0104,2019,Electronics,71.79,62.51,52.24,60.52,33
MFG0417,2022,Automobile,81.54,70.01,72.19,63.27,0
MFG0393,2023,Automobile,76.84,67.79,75.39,87.73,0
MFG0299,2019,Automobile,71.47,61.7,63.16,63.25,0
MFG0246,2019,Pharmaceuticals,72.2,67.22,58.45,81.36,33
MFG0176,2021,Automobile,60.09,72.89,56.38,84.45,33
MFG0039,2020,Heavy Machinery,88.14,47.69,64.8,52.84,33
MFG0477,2022,Heavy Machinery,104.58,73.2,74.73,76.52,0
MFG0170,2022,Automobile,68.37,56.96,61.59,79.97,33
MFG0247,2020,Heavy Machinery,72.52,63.87,73.89,67.36,0
MFG0026,2019,Electronics,83.17,42.53,55.79,72.77,66
MFG0355,2021,Heavy Machinery,83.1,73.09,62.19,56.47,0
MFG0306,2021,Automobile,73.96,61.34,64.65,62.74,0
MFG0409,2022,Textile,61.26,63.5,66.73,78.31,0
MFG0408,2021,Electronics,92.0,68.82,62.34,74.1,0
MFG0013,2020,Pharmaceuticals,79.49,50.26,74.97,55.46,33
MFG0316,2019,Automobile,74.43,68.56,75.1,89.52,0
MFG0391,2020,Pharmaceuticals,64.05,73.83,63.6,87.51,0
MFG0313,2023,Textile,72.64,69.57,60.84,58.96,0
MFG0036,2022,Pharmaceuticals,52.04,64.46,60.2,85.0,33
MFG0173,2021,Automobile,80.15,68.37,73.28,60.69,0
MFG0020,2023,Automobile,82.83,67.32,59.68,72.55,33
MFG0321,2021,Textile,74.53,74.83,53.31,81.28,33
MFG0264,2019,Automobile,61.44,79.3,54.5,63.76,33
MFG0494,2019,Textile,76.97,64.3,70.34,72.21,0
MFG0400,2019,Textile,80.66,70.08,54.08,68.01,33
MFG0142,2021,Automobile,63.82,61.99,61.81,80.41,0
MFG0460,2023,Heavy Machinery,82.27,71.75,65.82,69.15,0
MFG0371,2019,Textile,77.77,72.14,51.54,72.68,33
MFG0471,2023,Automobile,68.99,66.5,66.46,83.82,0
MFG0143,2021,Heavy Machinery,65.87,72.67,62.4,77.95,0
MFG0092,2023,Textile,70.03,68.03,49.74,71.1,33
MFG0354,2021,Heavy Machinery,61.32,67.57,66.56,68.45,0
MFG0322,2021,Electronics,74.86,60.08,68.17,55.07,0
MFG0288,2022,Electronics,78.14,69.55,66.48,52.25,0
MFG0215,2021,Heavy Machinery,84.85,62.8,69.03,88.11,0
MFG0447,2021,Textile,75.27,75.83,67.06,57.46,0
MFG0342,2020,Automobile,76.3,60.41,70.84,61.07,0
MFG0051,2019,Pharmaceuticals,69.05,70.42,57.43,74.44,33
MFG0153,2022,Automobile,62.38,65.65,53.83,83.12,33
MFG0186,2022,Pharmaceuticals,67.27,70.4,55.71,83.33,33
MFG0063,2022,Pharmaceuticals,87.71,67.48,58.5,83.19,33
MFG0190,2020,Textile,78.97,60.64,81.18,89.12,0
MFG0125,2021,Heavy Machinery,76.48,77.84,58.57,52.23,33
MFG0150,2019,Automobile,52.03,60.02,60.83,65.99,33
MFG0314,2023,Heavy Machinery,75.44,73.78,63.13,86.54,0
MFG0058,2021,Electronics,57.37,52.71,62.15,68.69,66
MFG0342,2020,Textile,58.16,65.4,79.52,84.85,33
MFG0305,2021,Textile,59.39,81.76,51.2,50.71,66
MFG0180,2021,Electronics,63.5,65.52,82.48,70.17,0
MFG0170,2020,Automobile,81.17,68.87,66.16,86.9,0
MFG0326,2022,Electronics,74.49,82.42,72.69,60.45,0
MFG0271,2022,Automobile,61.63,66.71,65.16,87.19,0
MFG0054,2019,Pharmaceuticals,65.61,70.33,71.52,50.34,0
MFG0491,2019,Textile,77.48,73.44,57.45,53.16,33
MFG0444,2022,Automobile,79.68,55.58,54.16,69.07,66
MFG0101,2023,Heavy Machinery,73.47,63.63,85.74,54.26,0
MFG0481,2021,Heavy Machinery,59.38,69.17,80.31,59.02,33
MFG0264,2023,Textile,67.46,53.64,56.57,61.9,66
MFG0053,2021,Electronics,98.19,80.33,70.73,69.26,0
MFG0060,2022,Electronics,58.68,74.81,74.26,65.62,33
MFG0492,2019,Automobile,76.12,73.47,70.28,86.89,0
MFG0108,2019,Electronics,95.33,79.88,63.33,85.44,0
MFG0005,2023,Textile,68.99,74.51,81.2,79.92,0
MFG0103,2019,Automobile,92.17,65.93,70.5,76.37,0
MFG0196,2022,Pharmaceuticals,64.44,53.31,57.58,58.17,66
MFG0262,2023,Electronics,50.28,61.87,61.9,74.07,33
MFG0365,2021,Electronics,65.63,62.13,56.44,55.88,33
MFG0480,2019,Automobile,63.67,73.57,64.14,68.11,0
MFG0372,2020,Heavy Machinery,53.63,68.73,63.88,68.46,33
MFG0350,2019,Electronics,67.41,53.91,71.04,77.59,33
MFG0047,2021,Textile,82.9,75.79,70.93,83.41,0
MFG0355,2023,Electronics,65.46,79.96,68.11,62.82,0
MFG0311,2021,Pharmaceuticals,67.86,81.28,67.89,51.65,0
MFG0424,2020,Electronics,87.08,57.83,73.35,51.88,33
MFG0308,2022,Heavy Machinery,63.77,70.89,63.19,84.99,0
MFG0144,2019,Electronics,78.81,58.94,45.86,69.45,66
MFG0269,2023,Automobile,53.22,85.45,81.89,59.92,33
MFG0370,2022,Electronics,61.37,68.28,57.71,51.29,33
MFG0124,2021,Heavy Machinery,69.65,64.67,70.56,71.15,0
MFG0106,2023,Automobile,85.3,63.01,62.28,55.48,0
MFG0158,2022,Textile,61.96,71.01,76.18,66.68,0
MFG0147,2023,Automobile,61.83,72.64,57.31,70.64,33
MFG0145,2020,Pharmaceuticals,75.0,53.17,59.31,59.17,66
MFG0120,2020,Automobile,76.76,80.57,61.02,57.95,0
MFG0319,2019,Textile,60.61,72.24,69.43,50.79,0
MFG0275,2019,Electronics,66.26,80.5,66.78,73.42,0
MFG0092,2020,Automobile,83.95,83.4,69.52,58.02,0
MFG0058,2023,Automobile,59.02,67.11,66.01,85.13,33
MFG0439,2020,Automobile,75.76,75.71,72.46,74.15,0
MFG0346,2019,Automobile,66.31,62.82,72.59,72.26,0
MFG0229,2020,Textile,87.43,63.79,77.12,70.19,0
MFG0474,2020,Heavy Machinery,78.38,82.15,67.75,58.61,0
MFG0117,2023,Heavy Machinery,81.69,61.35,67.71,88.78,0
MFG0318,2022,Automobile,66.09,69.77,79.14,88.68,0
MFG0279,2019,Textile,81.07,59.83,74.58,62.85,33
MFG0127,2023,Textile,80.78,62.1,69.15,81.05,0
MFG0393,2020,Automobile,77.71,63.45,53.84,54.77,33
MFG0396,2020,Pharmaceuticals,68.89,81.02,51.53,81.22,33
MFG0129,2022,Automobile,73.79,72.62,69.9,61.45,0
MFG0058,2019,Pharmaceuticals,51.62,75.58,70.23,61.57,33
MFG0122,2019,Automobile,91.35,51.74,59.22,70.29,66
MFG0001,2021,Pharmaceuticals,65.36,68.31,67.83,65.69,0
MFG0239,2019,Pharmaceuticals,68.32,64.56,57.69,54.71,33
MFG0290,2022,Automobile,57.5,72.43,69.58,73.72,33
MFG0096,2021,Pharmaceuticals,79.4,89.66,69.79,58.55,0
MFG0126,2021,Electronics,77.82,46.48,69.73,67.78,33
MFG0118,2020,Heavy Machinery,68.75,71.6,67.68,59.24,0
MFG0048,2020,Textile,46.32,87.84,62.65,84.3,33
MFG0089,2019,Pharmaceuticals,64.17,63.41,63.31,63.52,0
MFG0488,2021,Pharmaceuticals,77.06,69.35,74.27,85.5,0
MFG0237,2020,Textile,74.77,74.09,68.32,63.04,0
MFG0373,2022,Pharmaceuticals,71.49,48.6,68.9,57.18,33
MFG0385,2020,Textile,67.34,70.4,65.69,73.07,0
MFG0272,2020,Automobile,54.64,60.85,70.21,72.21,33
MFG0189,2021,Electronics,82.6,86.43,72.67,74.76,0
MFG0487,2021,Electronics,56.16,66.13,59.98,62.09,66
MFG0192,2023,Heavy Machinery,69.75,61.61,69.74,62.8,0
MFG0447,2022,Pharmaceuticals,60.62,75.62,63.19,59.5,0
MFG0069,2021,Heavy Machinery,82.93,72.39,67.51,87.14,0
MFG0278,2019,Automobile,78.4,76.06,71.68,77.32,0
MFG0349,2022,Electronics,68.07,85.19,53.39,80.25,33
MFG0247,2022,Automobile,79.6,62.73,56.33,57.77,33
MFG0451,2021,Automobile,55.59,83.47,59.72,76.46,66
MFG0076,2022,Pharmaceuticals,71.13,84.9,59.16,80.51,33
MFG0154,2021,Automobile,60.4,61.08,63.7,63.7,0
MFG0144,2020,Electronics,83.28,61.96,78.54,56.31,0
MFG0435,2023,Heavy Machinery,76.12,68.43,74.43,77.88,0
MFG0485,2020,Electronics,79.15,66.2,60.36,74.45,0
MFG0086,2021,Pharmaceuticals,65.91,83.38,71.95,73.02,0
MFG0185,2021,Electronics,80.19,60.22,64.65,57.3,0
MFG0285,2020,Textile,59.71,70.2,67.75,60.5,33
MFG0462,2019,Heavy Machinery,61.29,61.11,57.15,75.0,33
MFG0220,2019,Textile,70.07,68.98,54.43,74.54,33
MFG0069,2019,Textile,61.72,87.28,70.86,72.19,0
MFG0047,2021,Pharmaceuticals,79.81,84.41,65.26,80.73,0
MFG0497,2022,Automobile,66.79,71.41,69.18,82.59,0
MFG0094,2021,Textile,60.11,73.67,77.75,61.06,0
MFG0238,2022,Electronics,58.69,72.24,63.09,56.3,33
MFG0446,2020,Automobile,79.67,65.26,63.16,58.05,0
MFG0453,2023,Electronics,44.02,85.25,79.15,61.25,33
MFG0204,2022,Electronics,60.88,79.88,65.14,87.91,0
MFG0400,2019,Automobile,87.43,70.11,58.57,55.49,33
MFG0218,2021,Automobile,68.21,66.05,70.89,85.15,0
MFG0474,2020,Electronics,79.88,66.63,63.1,58.14,0
MFG0432,2019,Pharmaceuticals,76.7,71.05,58.42,63.94,33
MFG0341,2020,Heavy Machinery,69.9,67.68,65.72,55.03,0
MFG0039,2023,Heavy Machinery,53.75,78.26,71.61,54.13,33
MFG0100,2021,Pharmaceuticals,57.42,72.31,55.73,53.81,66
MFG0289,2021,Automobile,57.23,59.42,55.54,63.71,99
MFG0254,2023,Electronics,77.3,57.68,64.36,70.95,33
MFG0222,2021,Heavy Machinery,79.37,76.92,56.2,58.03,33
MFG0357,2022,Electronics,62.33,57.59,54.79,87.31,66
MFG0023,2020,Pharmaceuticals,71.13,64.86,65.05,73.46,0
MFG0250,2019,Electronics,72.09,64.04,73.85,85.4,0
MFG0010,2023,Pharmaceuticals,72.86,56.85,71.3,55.95,33
MFG0246,2022,Automobile,63.62,70.79,64.14,55.74,0
MFG0325,2019,Pharmaceuticals,90.02,66.89,75.26,83.87,0
MFG0100,2019,Pharmaceuticals,79.46,62.26,78.88,72.72,0
MFG0290,2023,Heavy Machinery,72.8,86.77,68.93,87.54,0
MFG0180,2022,Electronics,66.29,46.12,62.07,55.88,33
MFG0223,2019,Heavy Machinery,62.83,60.23,77.5,51.04,0
MFG0394,2019,Textile,76.38,62.81,77.15,86.66,0
MFG0250,2022,Pharmaceuticals,66.79,55.77,67.03,77.95,33
MFG0147,2021,Textile,73.47,88.32,74.78,82.29,0
MFG0442,2019,Heavy Machinery,51.11,88.23,58.75,61.84,66
MFG0096,2020,Electronics,66.17,61.84,48.46,50.12,33
MFG0257,2022,Heavy Machinery,70.8,79.42,57.23,69.32,33
MFG0325,2019,Electronics,82.65,73.37,66.65,89.6,0
MFG0493,2023,Electronics,61.85,82.91,64.41,86.3,0
MFG0004,2020,Automobile,55.66,67.04,72.69,52.88,33
MFG0016,2019,Pharmaceuticals,76.89,71.88,53.11,57.51,33
MFG0280,2020,Heavy Machinery,71.3,80.62,53.27,62.45,33
MFG0336,2020,Electronics,53.06,79.25,71.1,83.22,33
MFG0247,2021,Heavy Machinery,53.61,69.36,53.51,82.99,66
MFG0258,2020,Heavy Machinery,64.88,59.52,62.83,57.4,33
MFG0497,2021,Electronics,71.08,61.13,65.2,71.32,0
MFG0476,2022,Textile,87.28,51.36,59.8,70.07,66
MFG0384,2021,Pharmaceuticals,60.11,75.09,69.62,66.57,0
MFG0160,2023,Pharmaceuticals,77.93,69.91,48.51,71.44,33
MFG0475,2019,Automobile,50.43,70.6,79.66,61.71,33
MFG0340,2022,Automobile,75.97,67.77,62.36,71.26,0
MFG0152,2022,Automobile,88.57,57.71,63.64,77.42,33
MFG0396,2023,Pharmaceuticals,73.56,70.81,86.55,52.5,0
MFG0178,2021,Textile,64.65,73.45,54.12,88.69,33
MFG0163,2019,Pharmaceuticals,85.56,60.19,56.64,56.61,33
MFG0380,2021,Pharmaceuticals,75.84,67.74,76.24,64.41,0
MFG0033,2020,Pharmaceuticals,73.69,62.16,52.55,68.83,33
MFG0417,2021,Pharmaceuticals,60.8,66.06,68.96,51.64,0
MFG0445,2022,Textile,76.0,57.78,60.15,71.93,33
MFG0179,2019,Automobile,64.47,65.59,52.07,84.8,33
MFG0427,2021,Heavy Machinery,75.43,82.65,69.21,86.04,0
MFG0101,2019,Automobile,72.53,63.48,69.45,63.05,0
MFG0268,2019,Automobile,83.93,61.87,65.01,72.35,0
MFG0323,2020,Heavy Machinery,65.66,62.44,81.55,81.07,0
MFG0065,2020,Pharmaceuticals,70.36,66.29,58.83,60.11,33
MFG0417,2022,Textile,80.78,84.13,71.93,71.14,0
MFG0168,2023,Textile,69.4,80.65,67.62,64.67,0
MFG0330,2019,Automobile,71.76,66.71,72.77,65.13,0
MFG0043,2023,Heavy Machinery,67.53,62.21,60.97,53.77,0
MFG0044,2022,Electronics,70.2,52.15,53.92,66.28,66
MFG0285,2019,Pharmaceuticals,79.38,59.8,59.54,56.44,66
MFG0397,2019,Automobile,92.2,50.23,64.49,62.05,33
MFG0012,2023,Textile,53.54,74.66,70.45,63.21,33
MFG0095,2021,Heavy Machinery,58.08,80.02,65.14,67.22,33
MFG0302,2020,Heavy Machinery,70.44,64.62,66.72,86.68,0
MFG0386,2021,Automobile,72.55,71.46,78.8,75.24,0
MFG0253,2023,Electronics,69.61,58.2,64.81,88.98,33
MFG0499,2020,Textile,65.91,50.54,60.74,73.63,33
MFG0242,2021,Automobile,58.44,68.5,68.52,82.22,33
MFG0035,2020,Electronics,65.28,71.45,51.27,83.37,33
MFG0215,2019,Heavy Machinery,80.99,83.34,51.26,79.56,33
MFG0337,2021,Pharmaceuticals,73.02,86.57,63.93,76.8,0
MFG0090,2020,Textile,79.43,65.49,57.54,66.72,33
MFG0264,2020,Textile,58.76,76.21,60.13,72.69,33
MFG0093,2020,Electronics,87.89,70.84,72.48,57.75,0
MFG0410,2021,Automobile,65.82,68.02,69.21,74.73,0
MFG0458,2022,Heavy Machinery,77.23,67.66,64.38,70.57,0
MFG0090,2021,Electronics,70.62,66.7,65.66,82.17,0
MFG0418,2023,Pharmaceuticals,66.06,67.08,61.6,86.1,0
MFG0115,2021,Pharmaceuticals,76.76,82.91,71.79,55.31,0
MFG0105,2020,Pharmaceuticals,78.61,69.93,71.34,77.64,0
MFG0391,2019,Electronics,101.57,83.68,72.93,88.0,0
MFG0196,2021,Heavy Machinery,79.03,59.92,72.56,86.72,33
MFG0314,2021,Textile,78.87,42.51,65.43,83.38,33
MFG0114,2020,Automobile,84.59,63.83,59.41,51.93,33
MFG0493,2019,Textile,77.85,60.48,63.66,60.1,0
MFG0075,2019,Heavy Machinery,71.57,54.56,65.93,55.93,33
MFG0413,2023,Textile,75.58,79.71,59.61,87.08,33
MFG0376,2021,Electronics,81.4,55.97,78.04,79.96,33
MFG0420,2019,Pharmaceuticals,87.3,73.25,78.08,71.27,0
MFG0217,2019,Heavy Machinery,55.38,86.13,64.04,89.18,33
MFG0277,2022,Heavy Machinery,51.21,57.65,73.25,57.79,66
MFG0249,2022,Textile,86.83,65.92,69.48,75.66,0
MFG0164,2019,Electronics,63.23,80.17,61.03,74.38,0
MFG0394,2023,Textile,53.76,64.26,68.3,63.62,33
MFG0357,2019,Textile,52.73,70.99,58.81,69.42,66
MFG0457,2020,Heavy Machinery,91.82,73.75,57.96,59.42,33
MFG0408,2021,Textile,81.65,69.56,68.82,77.08,0
MFG0192,2023,Pharmaceuticals,63.25,63.97,68.91,66.73,0
MFG0227,2020,Textile,63.71,60.97,86.55,50.94,0
MFG0177,2023,Pharmaceuticals,72.6,58.15,63.76,88.03,33
MFG0099,2020,Heavy Machinery,81.45,73.37,60.77,70.06,0
MFG0496,2021,Electronics,68.77,62.08,72.38,78.23,0
MFG0036,2021,Pharmaceuticals,63.35,78.76,64.8,57.88,0
MFG0466,2022,Electronics,84.49,82.3,59.82,55.09,33
MFG0497,2020,Electronics,71.72,57.59,60.31,86.1,33
MFG0487,2022,Pharmaceuticals,69.89,74.64,63.56,73.64,0
MFG0096,2020,Heavy Machinery,78.51,86.53,73.44,69.73,0
MFG0152,2022,Automobile,48.5,60.3,68.45,70.85,33
MFG0151,2021,Electronics,77.22,78.81,58.33,59.45,33
MFG0190,2023,Electronics,76.52,73.06,79.68,86.51,0
MFG0224,2022,Heavy Machinery,56.83,76.64,57.74,58.57,66
MFG0037,2020,Heavy Machinery,50.64,61.19,59.1,56.32,66
MFG0268,2020,Textile,65.79,85.15,74.34,87.2,0
MFG0369,2021,Heavy Machinery,74.01,61.97,76.98,60.3,0
MFG0183,2020,Electronics,75.13,73.77,67.83,84.5,0
MFG0013,2019,Pharmaceuticals,90.74,67.43,54.68,80.9,33
MFG0279,2023,Automobile,74.02,72.83,65.78,65.28,0
MFG0217,2022,Textile,56.61,59.15,54.06,60.16,99
MFG0355,2023,Pharmaceuticals,69.24,56.95,84.88,80.36,33
MFG0361,2021,Automobile,57.71,70.58,67.3,73.9,33
MFG0286,2022,Automobile,70.03,64.69,71.41,60.16,0
MFG0273,2022,Automobile,87.5,64.39,62.04,85.64,0
MFG0369,2019,Pharmaceuticals,77.05,72.9,79.45,78.84,0
MFG0062,2021,Textile,64.07,54.55,60.98,86.37,33
MFG0084,2020,Textile,78.52,78.86,58.13,67.5,33
MFG0368,2019,Automobile,63.44,69.08,67.44,55.13,0
MFG0217,2019,Pharmaceuticals,41.6,74.87,72.04,86.96,33
MFG0342,2023,Automobile,58.43,72.75,82.03,74.06,33
MFG0397,2023,Heavy Machinery,77.04,73.24,77.91,74.24,0
MFG0187,2023,Textile,80.5,57.21,74.56,73.37,33
MFG0019,2019,Electronics,90.89,78.48,59.52,68.9,33
MFG0177,2020,Automobile,75.75,70.46,59.35,60.2,33
MFG0100,2022,Heavy Machinery,86.82,63.73,57.98,74.52,33
MFG0396,2023,Textile,78.93,66.87,63.79,78.74,0
MFG0445,2020,Pharmaceuticals,82.31,71.26,49.69,86.66,33
MFG0233,2021,Textile,84.12,69.62,75.92,52.89,0
MFG0403,2023,Pharmaceuticals,77.36,73.38,56.8,60.19,33
MFG0076,2022,Pharmaceuticals,83.82,82.88,55.82,81.07,33
MFG0265,2021,Automobile,64.32,58.67,61.75,81.01,33
MFG0455,2021,Automobile,45.31,74.75,54.26,58.48,66
MFG0284,2022,Textile,79.16,67.03,70.15,57.39,0
MFG0206,2023,Heavy Machinery,76.12,78.28,57.27,64.69,33
MFG0223,2019,Textile,62.37,82.63,69.01,52.52,0
MFG0384,2022,Electronics,58.11,69.77,72.4,79.21,33
MFG0052,2022,Pharmaceuticals,73.44,73.59,60.61,76.79,0
MFG0339,2022,Pharmaceuticals,79.89,78.94,59.26,84.35,33
MFG0367,2021,Automobile,77.72,76.98,58.58,67.2,33
MFG0144,2020,Heavy Machinery,60.78,79.31,56.34,75.47,33
MFG0373,2019,Automobile,63.25,65.32,61.64,88.16,0
MFG0069,2023,Electronics,79.36,63.35,65.54,88.35,0
MFG0099,2023,Textile,72.8,57.77,53.94,52.84,66
MFG0396,2020,Textile,83.66,66.24,59.86,50.08,33
MFG0025,2022,Heavy Machinery,68.44,67.24,66.26,88.4,0
MFG0436,2019,Automobile,80.13,66.71,65.28,71.41,0
MFG0379,2023,Automobile,71.56,72.43,43.66,78.02,33
MFG0469,2023,Electronics,64.05,72.66,70.07,86.5,0
MFG0484,2022,Textile,82.21,67.41,74.91,67.33,0
MFG0053,2020,Automobile,61.08,71.12,60.42,67.63,0
MFG0151,2019,Heavy Machinery,72.82,75.44,51.12,56.68,33
MFG0144,2020,Textile,73.95,60.81,58.88,86.23,33
MFG0057,2020,Electronics,70.68,76.4,58.65,75.91,33
MFG0039,2019,Heavy Machinery,82.9,62.5,74.6,57.21,0
MFG0109,2019,Pharmaceuticals,78.3,80.95,56.25,72.39,33
MFG0181,2023,Electronics,76.99,69.5,62.14,63.13,0
MFG0042,2023,Heavy Machinery,72.75,68.58,78.43,55.89,0
MFG0186,2019,Automobile,92.42,51.89,66.29,57.27,33
MFG0423,2021,Pharmaceuticals,88.11,73.92,66.56,72.37,0
MFG0398,2023,Electronics,82.11,68.86,64.19,72.58,0
MFG0223,2021,Automobile,80.31,69.57,72.82,81.6,0
MFG0122,2019,Pharmaceuticals,65.38,67.16,68.23,59.92,0
MFG0133,2023,Textile,71.46,73.63,79.83,86.63,0
MFG0163,2020,Automobile,78.99,75.43,80.7,70.74,0
MFG0215,2019,Heavy Machinery,83.57,72.36,67.51,58.17,0
MFG0221,2022,Electronics,81.81,79.85,64.7,66.53,0
MFG0235,2021,Pharmaceuticals,78.39,61.53,66.31,86.93,0
MFG0331,2019,Automobile,94.01,62.66,60.47,69.13,0
MFG0146,2019,Textile,70.51,71.66,66.07,84.99,0
MFG0239,2023,Electronics,83.15,73.96,53.46,56.39,33
MFG0076,2023,Electronics,81.81,72.65,59.3,86.56,33
