Firm_ID,Year,Overall_Compliance,final_esg_risk_score,alert_level
MFG0293,2022,Non-Compliant,33,Warning
MFG0325,2020,Non-Compliant,33,Warning
MFG0422,2023,Non-Compliant,66,Critical
MFG0493,2021,Non-Compliant,33,Warning
MFG0041,2019,Non-Compliant,33,Warning
MFG0318,2020,Non-Compliant,66,Critical
MFG0316,2019,Compliant,0,Low
MFG0381,2019,Non-Compliant,33,Warning
MFG0111,2019,Non-Compliant,33,Warning
MFG0014,2022,Non-Compliant,33,Warning
MFG0231,2022,Non-Compliant,33,Warning
MFG0473,2023,Non-Compliant,66,Critical
MFG0084,2020,Compliant,0,Low
MFG0130,2021,Compliant,0,Low
MFG0231,2021,Compliant,0,Low
MFG0326,2021,Non-Compliant,33,Warning
MFG0145,2019,Non-Compliant,33,Warning
MFG0379,2022,Compliant,0,Low
MFG0345,2020,Compliant,0,Low
MFG0028,2019,Non-Compliant,33,Warning
MFG0066,2022,Non-Compliant,66,Critical
MFG0163,2022,Compliant,0,Low
MFG0229,2020,Non-Compliant,33,Warning
MFG0261,2020,Compliant,0,Low
MFG0449,2020,Compliant,0,Low
MFG0424,2019,Non-Compliant,33,Warning
MFG0460,2023,Compliant,0,Low
MFG0440,2020,Non-Compliant,33,Warning
MFG0164,2023,Non-Compliant,33,Warning
MFG0301,2019,Compliant,0,Low
MFG0407,2023,Compliant,0,Low
MFG0303,2021,Compliant,0,Low
MFG0287,2023,Compliant,0,Low
MFG0395,2020,Non-Compliant,66,Critical
MFG0010,2019,Non-Compliant,33,Warning
MFG0195,2020,Compliant,0,Low
MFG0118,2021,Non-Compliant,33,Warning
MFG0270,2020,Non-Compliant,33,Warning
MFG0080,2020,Compliant,0,Low
MFG0458,2020,Compliant,0,Low
MFG0093,2022,Non-Compliant,99,Critical
MFG0266,2021,Compliant,0,Low
MFG0332,2020,Compliant,0,Low
MFG0350,2020,Non-Compliant,66,Critical
MFG0361,2020,Compliant,0,Low
MFG0257,2019,Compliant,0,Low
MFG0133,2022,Non-Compliant,33,Warning
MFG0276,2019,Compliant,0,Low
MFG0264,2022,Non-Compliant,33,Warning
MFG0171,2020,Compliant,0,Low
MFG0460,2021,Compliant,0,Low
MFG0001,2023,Compliant,0,Low
MFG0313,2023,Compliant,0,Low
MFG0064,2020,Compliant,0,Low
MFG0374,2019,Compliant,0,Low
MFG0468,2021,Compliant,0,Low
MFG0284,2022,Compliant,0,Low
MFG0121,2020,Non-Compliant,33,Warning
MFG0107,2021,Non-Compliant,66,Critical
MFG0421,2021,Compliant,0,Low
MFG0175,2022,Compliant,0,Low
MFG0485,2021,Compliant,0,Low
MFG0204,2019,Non-Compliant,33,Warning
MFG0165,2019,Compliant,0,Low
MFG0305,2019,Non-Compliant,66,Critical
MFG0497,2021,Non-Compliant,33,Warning
MFG0120,2019,Compliant,0,Low
MFG0044,2022,Compliant,0,Low
MFG0312,2021,Non-Compliant,33,Warning
MFG0156,2023,Non-Compliant,33,Warning
MFG0367,2021,Non-Compliant,33,Warning
MFG0207,2022,Compliant,0,Low
MFG0390,2023,Compliant,0,Low
MFG0108,2021,Compliant,0,Low
MFG0251,2019,Compliant,0,Low
MFG0445,2020,Non-Compliant,99,Critical
MFG0404,2020,Non-Compliant,33,Warning
MFG0370,2019,Compliant,0,Low
MFG0334,2020,Non-Compliant,33,Warning
MFG0130,2020,Compliant,0,Low
MFG0457,2019,Non-Compliant,33,Warning
MFG0293,2019,Compliant,0,Low
MFG0020,2021,Compliant,0,Low
MFG0282,2021,Non-Compliant,33,Warning
MFG0285,2019,Non-Compliant,66,Critical
MFG0001,2022,Compliant,0,Low
MFG0119,2020,Non-Compliant,33,Warning
MFG0035,2021,Compliant,0,Low
MFG0198,2020,Non-Compliant,33,Warning
MFG0485,2023,Compliant,0,Low
MFG0245,2019,Non-Compliant,66,Critical
MFG0059,2022,Compliant,0,Low
MFG0325,2023,Non-Compliant,33,Warning
MFG0161,2023,Non-Compliant,33,Warning
MFG0497,2023,Non-Compliant,33,Warning
MFG0179,2019,Compliant,0,Low
MFG0206,2021,Non-Compliant,66,Critical
MFG0012,2019,Compliant,0,Low
MFG0490,2021,Non-Compliant,66,Critical
MFG0276,2023,Compliant,0,Low
MFG0181,2023,Compliant,0,Low
MFG0242,2022,Non-Compliant,99,Critical
MFG0216,2021,Non-Compliant,33,Warning
MFG0251,2023,Compliant,0,Low
MFG0299,2020,Compliant,0,Low
MFG0126,2022,Compliant,0,Low
MFG0482,2019,Compliant,0,Low
MFG0217,2022,Non-Compliant,33,Warning
MFG0306,2020,Compliant,0,Low
MFG0285,2021,Compliant,0,Low
MFG0185,2019,Compliant,0,Low
MFG0039,2019,Compliant,0,Low
MFG0223,2021,Compliant,0,Low
MFG0184,2022,Compliant,0,Low
MFG0495,2023,Non-Compliant,66,Critical
MFG0427,2022,Compliant,0,Low
MFG0178,2020,Compliant,0,Low
MFG0407,2023,Compliant,0,Low
MFG0428,2022,Non-Compliant,33,Warning
MFG0294,2021,Compliant,0,Low
MFG0340,2020,Non-Compliant,66,Critical
MFG0151,2020,Compliant,0,Low
MFG0384,2020,Compliant,0,Low
MFG0126,2023,Compliant,0,Low
MFG0301,2019,Non-Compliant,33,Warning
MFG0308,2023,Compliant,0,Low
MFG0336,2022,Non-Compliant,33,Warning
MFG0434,2019,Non-Compliant,33,Warning
MFG0234,2022,Non-Compliant,33,Warning
MFG0380,2019,Non-Compliant,33,Warning
MFG0375,2023,Compliant,0,Low
MFG0008,2020,Non-Compliant,33,Warning
MFG0498,2021,Compliant,0,Low
MFG0341,2020,Compliant,0,Low
MFG0129,2023,Non-Compliant,33,Warning
MFG0264,2019,Non-Compliant,33,Warning
MFG0157,2020,Compliant,0,Low
MFG0352,2023,Non-Compliant,33,Warning
MFG0358,2022,Compliant,0,Low
MFG0005,2021,Non-Compliant,66,Critical
MFG0495,2020,Compliant,0,Low
MFG0086,2019,Non-Compliant,33,Warning
MFG0175,2022,Non-Compliant,33,Warning
MFG0290,2023,Compliant,0,Low
MFG0193,2021,Non-Compliant,33,Warning
MFG0311,2019,Non-Compliant,33,Warning
MFG0119,2023,Non-Compliant,33,Warning
MFG0218,2023,Compliant,0,Low
MFG0427,2020,Compliant,0,Low
MFG0458,2020,Non-Compliant,33,Warning
MFG0414,2019,Non-Compliant,33,Warning
MFG0114,2023,Compliant,0,Low
MFG0466,2020,Non-Compliant,33,Warning
MFG0145,2021,Non-Compliant,33,Warning
MFG0026,2021,Non-Compliant,33,Warning
MFG0136,2023,Non-Compliant,33,Warning
MFG0303,2020,Compliant,0,Low
MFG0232,2019,Non-Compliant,33,Warning
MFG0369,2019,Compliant,0,Low
MFG0076,2019,Compliant,0,Low
MFG0475,2021,Compliant,0,Low
MFG0328,2020,Compliant,0,Low
MFG0345,2020,Non-Compliant,33,Warning
MFG0302,2021,Compliant,0,Low
MFG0452,2019,Compliant,0,Low
MFG0289,2019,Non-Compliant,33,Warning
MFG0001,2023,Non-Compliant,66,Critical
MFG0147,2022,Compliant,0,Low
MFG0287,2020,Non-Compliant,33,Warning
MFG0464,2020,Non-Compliant,33,Warning
MFG0142,2020,Compliant,0,Low
MFG0053,2022,Compliant,0,Low
MFG0304,2023,Compliant,0,Low
MFG0069,2022,Non-Compliant,33,Warning
MFG0361,2019,Non-Compliant,33,Warning
MFG0090,2019,Non-Compliant,33,Warning
MFG0446,2020,Non-Compliant,33,Warning
MFG0220,2021,Compliant,0,Low
MFG0450,2020,Compliant,0,Low
MFG0498,2021,Compliant,0,Low
MFG0192,2022,Compliant,0,Low
MFG0454,2019,Compliant,0,Low
MFG0063,2021,Compliant,0,Low
MFG0073,2022,Compliant,0,Low
MFG0161,2019,Compliant,0,Low
MFG0169,2021,Compliant,0,Low
MFG0089,2020,Non-Compliant,33,Warning
MFG0176,2020,Compliant,0,Low
MFG0269,2020,Non-Compliant,33,Warning
MFG0073,2022,Non-Compliant,33,Warning
MFG0245,2020,Compliant,0,Low
MFG0077,2023,Non-Compliant,33,Warning
MFG0159,2019,Compliant,0,Low
MFG0489,2022,Non-Compliant,33,Warning
MFG0459,2020,Non-Compliant,33,Warning
MFG0324,2019,Compliant,0,Low
MFG0098,2021,Compliant,0,Low
MFG0381,2020,Non-Compliant,66,Critical
MFG0102,2019,Compliant,0,Low
MFG0494,2023,Non-Compliant,33,Warning
MFG0132,2021,Non-Compliant,66,Critical
MFG0102,2023,Compliant,0,Low
MFG0019,2019,Compliant,0,Low
MFG0454,2023,Non-Compliant,33,Warning
MFG0482,2019,Non-Compliant,33,Warning
MFG0082,2019,Non-Compliant,33,Warning
MFG0397,2023,Compliant,0,Low
MFG0489,2019,Compliant,0,Low
MFG0279,2020,Non-Compliant,33,Warning
MFG0339,2019,Compliant,0,Low
MFG0365,2022,Non-Compliant,66,Critical
MFG0331,2019,Non-Compliant,66,Critical
MFG0129,2022,Non-Compliant,33,Warning
MFG0344,2019,Compliant,0,Low
MFG0310,2019,Non-Compliant,33,Warning
MFG0455,2023,Compliant,0,Low
MFG0089,2020,Compliant,0,Low
MFG0213,2020,Compliant,0,Low
MFG0143,2021,Non-Compliant,33,Warning
MFG0065,2023,Non-Compliant,33,Warning
MFG0076,2023,Non-Compliant,33,Warning
MFG0199,2020,Non-Compliant,33,Warning
MFG0143,2023,Compliant,0,Low
MFG0405,2020,Non-Compliant,33,Warning
MFG0403,2023,Compliant,0,Low
MFG0316,2019,Compliant,0,Low
MFG0093,2020,Non-Compliant,33,Warning
MFG0473,2020,Non-Compliant,33,Warning
MFG0417,2022,Non-Compliant,33,Warning
MFG0305,2023,Compliant,0,Low
MFG0224,2023,Non-Compliant,33,Warning
MFG0497,2020,Non-Compliant,33,Warning
MFG0291,2019,Compliant,0,Low
MFG0428,2019,Non-Compliant,33,Warning
MFG0102,2019,Non-Compliant,33,Warning
MFG0474,2023,Non-Compliant,33,Warning
MFG0267,2022,Non-Compliant,33,Warning
MFG0355,2020,Non-Compliant,66,Critical
MFG0456,2021,Compliant,0,Low
MFG0110,2022,Compliant,0,Low
MFG0462,2021,Non-Compliant,33,Warning
MFG0330,2022,Non-Compliant,33,Warning
MFG0450,2019,Compliant,0,Low
MFG0430,2023,Non-Compliant,33,Warning
MFG0265,2021,Compliant,0,Low
MFG0003,2022,Non-Compliant,33,Warning
MFG0085,2023,Compliant,0,Low
MFG0282,2021,Compliant,0,Low
MFG0328,2020,Non-Compliant,33,Warning
MFG0304,2022,Non-Compliant,66,Critical
MFG0450,2020,Non-Compliant,66,Critical
MFG0454,2019,Non-Compliant,33,Warning
MFG0412,2020,Non-Compliant,33,Warning
MFG0117,2020,Non-Compliant,33,Warning
MFG0221,2022,Non-Compliant,33,Warning
MFG0154,2019,Compliant,0,Low
MFG0153,2020,Non-Compliant,33,Warning
MFG0012,2023,Non-Compliant,33,Warning
MFG0133,2021,Non-Compliant,33,Warning
MFG0482,2020,Compliant,0,Low
MFG0304,2019,Non-Compliant,33,Warning
MFG0293,2020,Compliant,0,Low
MFG0463,2021,Non-Compliant,33,Warning
MFG0300,2019,Compliant,0,Low
MFG0228,2022,Compliant,0,Low
MFG0271,2019,Compliant,0,Low
MFG0043,2022,Compliant,0,Low
MFG0432,2019,Compliant,0,Low
MFG0343,2021,Non-Compliant,33,Warning
MFG0326,2021,Non-Compliant,33,Warning
MFG0302,2019,Non-Compliant,33,Warning
MFG0498,2020,Compliant,0,Low
MFG0364,2021,Non-Compliant,33,Warning
MFG0379,2022,Compliant,0,Low
MFG0427,2022,Compliant,0,Low
MFG0493,2023,Non-Compliant,33,Warning
MFG0021,2022,Non-Compliant,66,Critical
MFG0407,2023,Non-Compliant,33,Warning
MFG0107,2019,Non-Compliant,33,Warning
MFG0336,2019,Compliant,0,Low
MFG0303,2019,Compliant,0,Low
MFG0117,2020,Compliant,0,Low
MFG0124,2020,Compliant,0,Low
MFG0399,2023,Compliant,0,Low
MFG0281,2022,Compliant,0,Low
MFG0292,2022,Compliant,0,Low
MFG0203,2019,Compliant,0,Low
MFG0051,2021,Compliant,0,Low
MFG0271,2020,Compliant,0,Low
MFG0324,2020,Compliant,0,Low
MFG0277,2019,Compliant,0,Low
MFG0141,2020,Compliant,0,Low
MFG0470,2019,Compliant,0,Low
MFG0275,2023,Non-Compliant,66,Critical
MFG0290,2022,Compliant,0,Low
MFG0334,2021,Non-Compliant,33,Warning
MFG0381,2022,Compliant,0,Low
MFG0452,2022,Non-Compliant,33,Warning
MFG0496,2023,Compliant,0,Low
MFG0373,2020,Non-Compliant,33,Warning
MFG0052,2021,Non-Compliant,33,Warning
MFG0494,2020,Compliant,0,Low
MFG0027,2022,Compliant,0,Low
MFG0157,2019,Compliant,0,Low
MFG0239,2022,Non-Compliant,33,Warning
MFG0156,2020,Non-Compliant,66,Critical
MFG0291,2022,Compliant,0,Low
MFG0136,2019,Compliant,0,Low
MFG0144,2023,Compliant,0,Low
MFG0106,2020,Non-Compliant,33,Warning
MFG0420,2022,Compliant,0,Low
MFG0158,2020,Non-Compliant,33,Warning
MFG0146,2023,Non-Compliant,33,Warning
MFG0002,2022,Non-Compliant,66,Critical
MFG0433,2022,Non-Compliant,33,Warning
MFG0077,2020,Non-Compliant,66,Critical
MFG0132,2020,Compliant,0,Low
MFG0090,2019,Compliant,0,Low
MFG0345,2023,Compliant,0,Low
MFG0350,2019,Non-Compliant,66,Critical
MFG0459,2022,Compliant,0,Low
MFG0263,2020,Compliant,0,Low
MFG0351,2022,Non-Compliant,33,Warning
MFG0108,2022,Compliant,0,Low
MFG0074,2021,Non-Compliant,33,Warning
MFG0039,2021,Non-Compliant,33,Warning
MFG0397,2022,Compliant,0,Low
MFG0159,2020,Non-Compliant,33,Warning
MFG0071,2022,Non-Compliant,33,Warning
MFG0447,2021,Non-Compliant,33,Warning
MFG0312,2020,Compliant,0,Low
MFG0241,2022,Non-Compliant,33,Warning
MFG0426,2023,Non-Compliant,66,Critical
MFG0445,2023,Non-Compliant,33,Warning
MFG0298,2022,Non-Compliant,33,Warning
MFG0440,2020,Compliant,0,Low
MFG0036,2022,Non-Compliant,66,Critical
MFG0084,2022,Non-Compliant,33,Warning
MFG0452,2021,Compliant,0,Low
MFG0374,2023,Non-Compliant,33,Warning
MFG0263,2021,Compliant,0,Low
MFG0310,2021,Non-Compliant,33,Warning
MFG0385,2022,Non-Compliant,33,Warning
MFG0172,2021,Compliant,0,Low
MFG0376,2023,Non-Compliant,33,Warning
MFG0173,2021,Non-Compliant,33,Warning
MFG0362,2023,Non-Compliant,33,Warning
MFG0047,2021,Compliant,0,Low
MFG0379,2023,Compliant,0,Low
MFG0141,2021,Compliant,0,Low
MFG0375,2021,Non-Compliant,33,Warning
MFG0406,2020,Non-Compliant,33,Warning
MFG0118,2023,Compliant,0,Low
MFG0277,2023,Non-Compliant,33,Warning
MFG0214,2023,Compliant,0,Low
MFG0220,2019,Non-Compliant,66,Critical
MFG0393,2021,Compliant,0,Low
MFG0026,2023,Non-Compliant,66,Critical
MFG0009,2019,Compliant,0,Low
MFG0271,2020,Non-Compliant,33,Warning
MFG0010,2023,Non-Compliant,33,Warning
MFG0472,2023,Compliant,0,Low
MFG0378,2019,Compliant,0,Low
MFG0121,2021,Compliant,0,Low
MFG0125,2020,Compliant,0,Low
MFG0170,2023,Non-Compliant,33,Warning
MFG0072,2021,Compliant,0,Low
MFG0152,2020,Non-Compliant,33,Warning
MFG0208,2022,Compliant,0,Low
MFG0049,2022,Non-Compliant,66,Critical
MFG0154,2020,Compliant,0,Low
MFG0347,2019,Non-Compliant,33,Warning
MFG0293,2020,Compliant,0,Low
MFG0068,2020,Compliant,0,Low
MFG0050,2019,Compliant,0,Low
MFG0152,2019,Compliant,0,Low
MFG0019,2021,Compliant,0,Low
MFG0100,2021,Non-Compliant,33,Warning
MFG0060,2019,Compliant,0,Low
MFG0167,2022,Non-Compliant,33,Warning
MFG0202,2022,Compliant,0,Low
MFG0345,2020,Compliant,0,Low
MFG0146,2023,Compliant,0,Low
MFG0403,2020,Non-Compliant,33,Warning
MFG0164,2020,Non-Compliant,33,Warning
MFG0458,2023,Compliant,0,Low
MFG0481,2019,Non-Compliant,33,Warning
MFG0439,2022,Compliant,0,Low
MFG0242,2020,Compliant,0,Low
MFG0069,2023,Non-Compliant,33,Warning
MFG0175,2021,Compliant,0,Low
MFG0049,2020,Non-Compliant,66,Critical
MFG0483,2022,Non-Compliant,33,Warning
MFG0108,2019,Compliant,0,Low
MFG0226,2020,Compliant,0,Low
MFG0161,2020,Compliant,0,Low
MFG0119,2023,Non-Compliant,33,Warning
MFG0149,2021,Non-Compliant,33,Warning
MFG0465,2021,Non-Compliant,33,Warning
MFG0150,2019,Non-Compliant,33,Warning
MFG0432,2022,Compliant,0,Low
MFG0293,2019,Non-Compliant,33,Warning
MFG0143,2020,Non-Compliant,33,Warning
MFG0419,2020,Compliant,0,Low
MFG0476,2021,Compliant,0,Low
MFG0455,2022,Non-Compliant,33,Warning
MFG0160,2023,Compliant,0,Low
MFG0011,2022,Non-Compliant,33,Warning
MFG0138,2020,Compliant,0,Low
MFG0457,2023,Compliant,0,Low
MFG0078,2022,Compliant,0,Low
MFG0077,2022,Compliant,0,Low
MFG0441,2023,Non-Compliant,33,Warning
MFG0254,2020,Non-Compliant,33,Warning
MFG0409,2022,Compliant,0,Low
MFG0258,2023,Non-Compliant,33,Warning
MFG0320,2020,Compliant,0,Low
MFG0291,2023,Non-Compliant,33,Warning
MFG0263,2023,Non-Compliant,33,Warning
MFG0085,2022,Non-Compliant,33,Warning
MFG0146,2020,Non-Compliant,66,Critical
MFG0323,2022,Compliant,0,Low
MFG0042,2019,Compliant,0,Low
MFG0374,2019,Compliant,0,Low
MFG0125,2020,Compliant,0,Low
MFG0167,2023,Compliant,0,Low
MFG0425,2022,Compliant,0,Low
MFG0241,2022,Compliant,0,Low
MFG0459,2020,Compliant,0,Low
MFG0487,2020,Compliant,0,Low
MFG0280,2019,Non-Compliant,33,Warning
MFG0188,2021,Compliant,0,Low
MFG0302,2020,Non-Compliant,33,Warning
MFG0019,2021,Compliant,0,Low
MFG0068,2020,Compliant,0,Low
MFG0218,2023,Compliant,0,Low
MFG0102,2023,Compliant,0,Low
MFG0042,2019,Non-Compliant,33,Warning
MFG0288,2019,Compliant,0,Low
MFG0167,2021,Non-Compliant,66,Critical
MFG0109,2020,Compliant,0,Low
MFG0494,2022,Non-Compliant,33,Warning
MFG0036,2019,Compliant,0,Low
MFG0232,2022,Compliant,0,Low
MFG0229,2022,Non-Compliant,33,Warning
MFG0353,2020,Compliant,0,Low
MFG0164,2021,Non-Compliant,33,Warning
MFG0387,2020,Non-Compliant,33,Warning
MFG0073,2019,Compliant,0,Low
MFG0136,2022,Compliant,0,Low
MFG0353,2020,Compliant,0,Low
MFG0379,2020,Non-Compliant,33,Warning
MFG0070,2020,Compliant,0,Low
MFG0425,2019,Compliant,0,Low
MFG0487,2021,Non-Compliant,66,Critical
MFG0196,2020,Non-Compliant,33,Warning
MFG0269,2019,Compliant,0,Low
MFG0049,2022,Non-Compliant,33,Warning
MFG0316,2023,Non-Compliant,33,Warning
MFG0130,2019,Non-Compliant,33,Warning
MFG0444,2023,Compliant,0,Low
MFG0005,2020,Non-Compliant,33,Warning
MFG0428,2020,Compliant,0,Low
MFG0027,2019,Compliant,0,Low
MFG0160,2023,Compliant,0,Low
MFG0149,2020,Non-Compliant,33,Warning
MFG0264,2022,Non-Compliant,33,Warning
MFG0230,2021,Compliant,0,Low
MFG0200,2021,Compliant,0,Low
MFG0050,2020,Compliant,0,Low
MFG0067,2023,Non-Compliant,33,Warning
MFG0300,2020,Compliant,0,Low
MFG0381,2023,Non-Compliant,99,Critical
MFG0058,2022,Compliant,0,Low
MFG0259,2023,Non-Compliant,33,Warning
MFG0342,2020,Compliant,0,Low
MFG0326,2022,Compliant,0,Low
MFG0130,2019,Non-Compliant,66,Critical
MFG0215,2021,Compliant,0,Low
MFG0172,2020,Compliant,0,Low
MFG0258,2020,Compliant,0,Low
MFG0102,2020,Compliant,0,Low
MFG0209,2022,Non-Compliant,33,Warning
MFG0291,2019,Compliant,0,Low
MFG0354,2023,Non-Compliant,33,Warning
MFG0471,2019,Compliant,0,Low
MFG0286,2022,Compliant,0,Low
MFG0116,2020,Non-Compliant,33,Warning
MFG0264,2021,Non-Compliant,33,Warning
MFG0150,2020,Non-Compliant,33,Warning
MFG0300,2023,Compliant,0,Low
MFG0442,2021,Non-Compliant,33,Warning
MFG0036,2020,Non-Compliant,33,Warning
MFG0453,2021,Compliant,0,Low
MFG0333,2019,Compliant,0,Low
MFG0477,2022,Compliant,0,Low
MFG0287,2020,Compliant,0,Low
MFG0303,2023,Non-Compliant,33,Warning
MFG0311,2019,Non-Compliant,33,Warning
MFG0208,2020,Non-Compliant,33,Warning
MFG0106,2019,Compliant,0,Low
MFG0446,2023,Non-Compliant,66,Critical
MFG0158,2020,Compliant,0,Low
MFG0121,2023,Non-Compliant,33,Warning
MFG0055,2021,Non-Compliant,66,Critical
MFG0400,2023,Compliant,0,Low
MFG0012,2021,Compliant,0,Low
MFG0145,2020,Non-Compliant,33,Warning
MFG0400,2021,Compliant,0,Low
MFG0396,2020,Non-Compliant,33,Warning
MFG0136,2020,Non-Compliant,33,Warning
MFG0468,2022,Non-Compliant,33,Warning
MFG0003,2020,Non-Compliant,33,Warning
MFG0144,2021,Compliant,0,Low
MFG0030,2022,Non-Compliant,66,Critical
MFG0237,2022,Non-Compliant,33,Warning
MFG0279,2020,Compliant,0,Low
MFG0348,2023,Compliant,0,Low
MFG0115,2023,Non-Compliant,33,Warning
MFG0104,2022,Non-Compliant,33,Warning
MFG0118,2020,Compliant,0,Low
MFG0005,2023,Compliant,0,Low
MFG0468,2020,Compliant,0,Low
MFG0360,2020,Non-Compliant,33,Warning
MFG0248,2022,Non-Compliant,33,Warning
MFG0364,2022,Compliant,0,Low
MFG0321,2019,Non-Compliant,33,Warning
MFG0121,2023,Non-Compliant,33,Warning
MFG0286,2023,Compliant,0,Low
MFG0149,2023,Non-Compliant,33,Warning
MFG0084,2021,Compliant,0,Low
MFG0454,2020,Non-Compliant,33,Warning
MFG0406,2022,Non-Compliant,33,Warning
MFG0466,2023,Compliant,0,Low
MFG0456,2019,Non-Compliant,33,Warning
MFG0231,2023,Compliant,0,Low
MFG0288,2020,Non-Compliant,33,Warning
MFG0161,2020,Compliant,0,Low
MFG0272,2022,Non-Compliant,33,Warning
MFG0460,2021,Compliant,0,Low
MFG0038,2022,Compliant,0,Low
MFG0226,2023,Non-Compliant,33,Warning
MFG0142,2019,Compliant,0,Low
MFG0292,2022,Non-Compliant,33,Warning
MFG0481,2021,Non-Compliant,99,Critical
MFG0151,2022,Compliant,0,Low
MFG0114,2020,Non-Compliant,33,Warning
MFG0237,2023,Non-Compliant,33,Warning
MFG0066,2023,Non-Compliant,33,Warning
MFG0361,2023,Compliant,0,Low
MFG0341,2023,Compliant,0,Low
MFG0258,2023,Compliant,0,Low
MFG0475,2023,Non-Compliant,33,Warning
MFG0249,2019,Compliant,0,Low
MFG0457,2021,Non-Compliant,33,Warning
MFG0449,2023,Compliant,0,Low
MFG0331,2021,Non-Compliant,33,Warning
MFG0323,2023,Compliant,0,Low
MFG0180,2022,Non-Compliant,66,Critical
MFG0190,2023,Compliant,0,Low
MFG0407,2020,Compliant,0,Low
MFG0154,2019,Compliant,0,Low
MFG0196,2022,Compliant,0,Low
MFG0466,2022,Non-Compliant,33,Warning
MFG0311,2020,Compliant,0,Low
MFG0262,2023,Compliant,0,Low
MFG0419,2019,Compliant,0,Low
MFG0406,2022,Compliant,0,Low
MFG0427,2019,Non-Compliant,33,Warning
MFG0143,2022,Compliant,0,Low
MFG0342,2023,Non-Compliant,33,Warning
MFG0316,2022,Compliant,0,Low
MFG0101,2022,Compliant,0,Low
MFG0244,2021,Compliant,0,Low
MFG0490,2023,Compliant,0,Low
MFG0012,2020,Compliant,0,Low
MFG0239,2020,Non-Compliant,33,Warning
MFG0049,2023,Non-Compliant,33,Warning
MFG0042,2020,Compliant,0,Low
MFG0166,2023,Non-Compliant,33,Warning
MFG0082,2020,Compliant,0,Low
MFG0429,2021,Compliant,0,Low
MFG0291,2020,Compliant,0,Low
MFG0158,2022,Compliant,0,Low
MFG0216,2023,Compliant,0,Low
MFG0490,2019,Non-Compliant,33,Warning
MFG0158,2019,Compliant,0,Low
MFG0462,2023,Non-Compliant,66,Critical
MFG0134,2021,Compliant,0,Low
MFG0067,2020,Non-Compliant,66,Critical
MFG0336,2021,Non-Compliant,33,Warning
MFG0007,2019,Non-Compliant,66,Critical
MFG0436,2023,Non-Compliant,66,Critical
MFG0014,2023,Compliant,0,Low
MFG0073,2021,Non-Compliant,33,Warning
MFG0399,2021,Non-Compliant,99,Critical
MFG0405,2020,Compliant,0,Low
MFG0163,2022,Compliant,0,Low
MFG0066,2022,Non-Compliant,33,Warning
MFG0347,2020,Compliant,0,Low
MFG0130,2022,Compliant,0,Low
MFG0419,2019,Non-Compliant,33,Warning
MFG0466,2022,Non-Compliant,66,Critical
MFG0206,2020,Non-Compliant,33,Warning
MFG0276,2022,Non-Compliant,99,Critical
MFG0466,2023,Compliant,0,Low
MFG0256,2021,Non-Compliant,33,Warning
MFG0266,2019,Compliant,0,Low
MFG0025,2023,Non-Compliant,33,Warning
MFG0450,2023,Compliant,0,Low
MFG0281,2020,Non-Compliant,33,Warning
MFG0253,2021,Non-Compliant,33,Warning
MFG0310,2021,Compliant,0,Low
MFG0289,2019,Compliant,0,Low
MFG0164,2020,Compliant,0,Low
MFG0095,2019,Compliant,0,Low
MFG0270,2022,Compliant,0,Low
MFG0321,2023,Non-Compliant,33,Warning
MFG0110,2019,Non-Compliant,66,Critical
MFG0336,2023,Non-Compliant,33,Warning
MFG0310,2020,Compliant,0,Low
MFG0238,2022,Compliant,0,Low
MFG0381,2020,Non-Compliant,33,Warning
MFG0436,2022,Compliant,0,Low
MFG0387,2022,Compliant,0,Low
MFG0483,2023,Compliant,0,Low
MFG0425,2020,Compliant,0,Low
MFG0390,2020,Non-Compliant,33,Warning
MFG0025,2019,Non-Compliant,66,Critical
MFG0141,2020,Compliant,0,Low
MFG0117,2019,Non-Compliant,33,Warning
MFG0482,2021,Non-Compliant,66,Critical
MFG0392,2021,Compliant,0,Low
MFG0405,2021,Compliant,0,Low
MFG0482,2020,Compliant,0,Low
MFG0452,2020,Non-Compliant,33,Warning
MFG0025,2019,Non-Compliant,33,Warning
MFG0079,2022,Non-Compliant,33,Warning
MFG0068,2019,Compliant,0,Low
MFG0173,2021,Compliant,0,Low
MFG0444,2019,Compliant,0,Low
MFG0012,2022,Compliant,0,Low
MFG0288,2020,Non-Compliant,33,Warning
MFG0128,2019,Non-Compliant,33,Warning
MFG0096,2021,Compliant,0,Low
MFG0092,2021,Compliant,0,Low
MFG0141,2020,Non-Compliant,33,Warning
MFG0031,2019,Non-Compliant,33,Warning
MFG0334,2022,Compliant,0,Low
MFG0020,2020,Compliant,0,Low
MFG0146,2019,Compliant,0,Low
MFG0477,2023,Compliant,0,Low
MFG0316,2021,Compliant,0,Low
MFG0447,2022,Non-Compliant,33,Warning
MFG0390,2022,Compliant,0,Low
MFG0160,2022,Compliant,0,Low
MFG0349,2021,Compliant,0,Low
MFG0043,2019,Non-Compliant,33,Warning
MFG0254,2020,Non-Compliant,33,Warning
MFG0130,2019,Compliant,0,Low
MFG0060,2020,Compliant,0,Low
MFG0151,2022,Compliant,0,Low
MFG0467,2019,Non-Compliant,33,Warning
MFG0287,2022,Compliant,0,Low
MFG0499,2023,Non-Compliant,33,Warning
MFG0005,2022,Compliant,0,Low
MFG0467,2022,Compliant,0,Low
MFG0418,2020,Non-Compliant,33,Warning
